obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID,a,b,c
1.2376651280248343e+18,231.20234258944,25.6056416738617,19.41227,17.57582,16.64761,16.18968,15.83324,4576,301,3,719,2.431962280779344e+18,GALAXY,0.08583293,2160,53885,67,0.25907209758550903,-0.8517208664275232,0.4554703216946123
1.237668349753295e+18,230.55350822528,12.5323068823508,18.57159,17.12116,16.45019,16.06719,15.80007,5326,301,4,202,3.0996448457701724e+18,GALAXY,0.07325768,2753,54234,154,-0.3460312606092542,-0.9376046488622148,-0.034057144817691586
1.2376549489100723e+18,228.333604466343,59.8135501955901,25.61251,23.87625,21.8382,20.69119,19.91256,2206,301,3,74,9.48366038667286e+18,GALAXY,0.6123787,8423,58198,747,0.5339785213787727,-0.8365066829685506,-0.12297767299429752
1.2376710673819249e+18,22.0006759516457,39.5983821405808,21.80053,20.39806,19.80187,19.62952,19.62056,5959,301,2,20,2.3227626253745126e+18,STAR,-0.0002782571,2063,53359,113,0.3225843221289486,0.0030734752900568383,0.9465357409344076
1.2376637831292524e+18,12.819077217462,-0.716613850860612,24.4091,21.74114,21.45222,21.74069,21.33393,4263,301,2,201,4.0420164869525565e+18,QSO,2.80426,3590,55201,130,0.7300854976415093,0.18852778373277343,-0.6568351702629499
1.237680276332282e+18,356.498530595093,26.9308344985082,21.32996,20.1226,19.65166,19.44956,19.26527,8103,301,3,75,8.668575364103298e+18,STAR,-0.0007984954,7699,57574,989,0.016263762678765625,0.22475715132707477,0.9742790734439836
1.2376575962256507e+18,126.5680532824,41.1453638501281,21.14321,20.99989,20.93509,20.68836,20.36009,2822,301,6,152,9.33834809133684e+18,QSO,1.697605,8294,57365,488,-0.5897303164531658,-0.749824788180144,-0.299968233129195
1.237679998238524e+18,350.698953365172,-1.91314219188562,23.10792,21.70348,20.3575,19.51418,19.03782,8038,301,5,157,4.907985803245017e+18,GALAXY,0.5900028,4359,55533,684,-0.13423468335085506,0.30769144876377974,-0.9419697564908026
1.237678876177991e+18,334.01531315633,10.5341088972213,22.18239,21.24536,19.4024,18.59766,18.06815,7777,301,3,152,5.682518082767313e+18,GALAXY,0.4109426,5047,55833,368,-0.23813799188446685,-0.3762278361308957,-0.8954009784121846
1.2376609355545969e+18,134.177239589067,55.8592719772034,21.93924,21.04552,20.61056,20.44423,20.03289,3600,301,2,28,5.798442900540119e+18,QSO,0.7591278,5150,56329,212,-0.47282639435394846,0.609794059774138,-0.6360710695090758
1.2376677828440883e+18,207.986206623723,21.0831830503625,18.67337,17.7894,17.49143,17.39639,17.35737,5194,301,4,606,3.118841498787932e+18,STAR,0.0002536057,2770,54510,359,-0.49316879074596925,-0.3680231416130486,0.788253456111307
1.2376648461225167e+18,200.77484688183,37.6878394185558,20.91171,18.80025,17.33219,16.81396,16.43542,4510,301,6,31,2.3667480509714534e+18,GALAXY,0.2376406,2102,54115,387,0.9590130019810191,-0.2831377754004562,-0.011272185796669294
1.237649961385591e+18,59.6376319349243,-6.82645749800533,19.89223,18.41958,17.84308,17.64354,17.50436,1045,301,1,170,8.166208484997879e+18,STAR,-1.030658e-05,7253,56598,205,-0.8548365288389386,0.045030332008287134,-0.5169398206385517
1.2376529463853711e+18,16.684663754005,-10.637845687102,19.33842,17.91807,17.27586,17.04533,16.99617,1740,301,1,132,3.5004470807139205e+18,STAR,-0.0003398705,3109,54833,88,0.19599849335266084,0.2901514843953299,0.9366945642559658
1.2376625005376307e+18,226.813597035401,44.8532727041596,21.40931,21.63148,21.78876,21.454,22.10587,3964,301,5,94,9.591695925316966e+18,QSO,1.826455,8519,58198,562,0.5246049547585745,0.3736702505570536,0.7649576362723511
1.237655107831333e+18,146.008347415901,53.0279747444337,22.21912,21.82496,21.5197,21.15357,20.95671,2243,301,3,188,8.20463230066913e+18,QSO,1.549741,7287,57042,726,-0.07026816546291671,-0.9263366451062363,0.3700848616949889
1.237660637066625e+18,148.725673290917,42.6498609701189,22.31208,20.35048,19.64264,19.38466,19.21938,3530,301,6,215,1.059476255834925e+18,STAR,-0.0002657477,941,52709,16,-0.11319229357489681,-0.20720805908805234,-0.9717264661025842
1.237657629519577e+18,151.279652676287,47.3545951195621,19.81124,18.10918,17.03713,16.56169,16.22796,2830,301,4,273,9.819153250145012e+17,GALAXY,0.1641816,872,52339,475,-0.8620489486299581,-0.45230994870400937,-0.22866420898199255
1.237678661960336e+18,358.764302326832,5.1575216040326,22.5094,22.07374,20.43125,19.62446,19.03486,7727,301,4,58,4.959661480746441e+18,GALAXY,0.4843769,4405,55854,263,0.34975105560024383,0.2511399111631828,-0.9025535685639184
1.237658607682192e+18,186.380547320682,59.0583876487772,24.80816,22.45786,20.52768,19.54747,19.33919,3058,301,2,26,7.845374562825165e+18,GALAXY,0.5660106,6968,56443,378,0.4177819524674777,0.6903496072901304,0.5906569731297727
1.2376487040445317e+18,193.28481229453,-0.279173033346965,17.76557,16.8701,16.58652,16.4814,16.44206,752,301,3,332,3.2877956734493696e+17,STAR,0.0005533193,292,51609,61,0.07381546628060501,-0.9584453693878268,-0.2755607933593042
1.237662195611599e+18,218.709303041297,38.1576264804526,25.67443,21.58238,20.61578,19.99553,19.61486,3893,301,5,348,5.824409512149539e+18,STAR,4.515327e-06,5173,56046,470,0.3231051446895532,-0.8364768749631257,0.44261665482341056
1.2376634626083397e+18,353.135439203593,0.773070530887001,24.42841,22.48067,21.08088,20.0419,19.59912,4188,301,5,64,4.742488136223054e+18,GALAXY,0.5143576,4212,55447,719,0.2072358358257525,0.6851129045202454,0.69833632041405
1.2376786174092908e+18,340.424172320106,1.15585897515925,25.88848,22.18864,20.54332,19.70411,19.18569,7717,301,1,199,4.733511723679768e+18,GALAXY,0.4056532,4204,55470,831,0.17121045274114857,0.364969688182481,0.9151415778884453
1.2376683658475604e+18,232.031097386139,15.3024204206168,20.60497,19.81821,19.7023,19.62664,19.32055,5330,301,2,21,3.131139807128873e+18,GALAXY,0.1314951,2781,54266,44,-0.8287014085219471,0.3970010220678586,0.3945176345752069
1.2376543819760927e+18,133.152438396069,49.3328044581555,19.93626,19.65156,19.56559,19.4622,19.33857,2074,301,3,100,8.222483970971162e+18,QSO,1.953417,7303,57013,134,0.21276813754902718,0.5563905662088436,-0.8032180634657818
1.2376551067602125e+18,155.538304758126,55.2884972170176,18.28652,16.71296,16.06929,15.80002,15.65214,2243,301,1,228,3.577047032164098e+18,STAR,-0.0003827728,3177,54833,229,0.009005847970892085,-0.30552182361708397,-0.9521424840831422
1.2376637884898348e+18,114.604204693371,47.7369624320102,24.63465,22.11149,24.80202,21.05323,22.692,4264,301,4,77,1.1995456221295696e+19,GALAXY,0.1839029,10654,58429,431,-0.052249395089918264,-0.8162132959817912,-0.5753832254900021
1.237666406847218e+18,35.2678062575164,-0.962298698830107,23.39725,22.52929,21.29228,20.68781,20.44369,4874,301,1,656,1.0556575649954552e+19,GALAXY,0.7560281,9376,58028,502,-0.43339951000882515,-0.3727356874885742,-0.8205077525511445
1.2376805050478758e+18,354.719856672094,35.206944960559,23.22321,23.11147,20.34889,19.33202,19.60456,8156,301,5,206,8.034622231450769e+18,GALAXY,0.3539465,7136,56570,729,0.7653896030857325,-0.22018488698990213,-0.6047291716376092
1.2376507972935355e+18,145.663598882417,0.97367241833886,18.87798,17.59862,16.8619,16.41427,16.11835,1239,301,6,169,2.9959358129375846e+17,GALAXY,0.1353705,266,51630,379,0.2295058898447128,0.5132938259095003,0.8269561625683517
1.2376613618352783e+18,203.564144628884,46.1234873286517,20.97017,20.68464,20.37388,20.42396,20.38664,3699,301,4,107,8.339788113716205e+18,QSO,1.074089,7407,56772,900,0.43330304126890934,-0.32219427981232557,0.8416883749246694
1.23765916119584e+18,227.460621744056,47.6718150399016,23.14997,21.87276,20.17994,19.37237,18.80579,3187,301,1,22,7.581964836080474e+18,GALAXY,0.5305154,6734,56386,563,-0.2562067145327866,-0.8142501256773349,-0.5209173180676175
1.2376554992043295e+18,210.542010924872,-1.91807845957385,19.67811,18.62019,18.31691,18.18899,18.10662,2334,301,4,98,1.030327373486123e+18,STAR,-0.0003447603,915,52443,469,0.3398231270217888,0.018812466875392495,-0.9403011929329854
1.2376650265148132e+18,182.41155253937,36.2064447588347,22.6803,21.40778,20.34786,19.46375,19.1046,4552,301,6,87,5.190647979112159e+18,GALAXY,0.5062931,4610,55621,907,0.07650669218745902,0.015443262763684957,-0.9969494629547403
1.2376623378644997e+18,237.821315334922,34.4628914848897,22.31421,21.35501,19.92256,18.8397,18.37016,3926,301,6,75,5.595770192204683e+18,GALAXY,0.5696931,4970,56039,173,-0.5873693825231568,0.803784486796771,0.09448654538725101
1.2376672121271752e+18,151.812297614834,26.3795948472767,22.42048,22.32437,22.06773,21.48108,22.07113,5061,301,5,253,1.0839272185828495e+19,QSO,1.141418,9627,58132,850,0.16771497813324185,0.2705380169671667,0.9479877992280488
1.2376609634811912e+18,149.676518148171,40.5086253433396,24.76753,24.98343,21.7807,20.50456,19.66815,3606,301,6,170,9.346172491377433e+18,GALAXY,0.818131,8301,57390,281,-0.4119398411662161,0.8508957090641507,0.3260092936653323
1.2376584235526392e+18,157.222180732893,6.55812395741664,23.51907,22.64021,21.09972,19.88917,19.4364,3015,301,3,288,5.461794694337157e+18,GALAXY,0.5753946,4851,55680,197,0.952680017968571,0.13673005493284648,0.27148789188739875
1.2376672276866007e+18,34.3724450146196,5.87443820317912,23.22906,20.37505,18.69833,18.15737,17.82499,5065,301,2,103,4.954009710313626e+18,GALAXY,0.3337547,4400,55509,182,-0.9019489667322302,0.16885983200834448,-0.39745995841691495
1.2376709653892308e+18,148.681966110378,16.4098152572461,22.62859,23.52213,21.17392,19.99306,19.3488,5935,301,4,215,5.992062769553496e+18,GALAXY,0.6176305,5322,56003,85,0.3950297296120166,0.6535361222071004,-0.6456330611834891
1.2376663397267543e+18,18.6611109678587,0.316699243783454,24.81061,22.78231,21.99745,21.54642,20.90852,4858,301,4,479,9.895790316019278e+18,QSO,6.586975,8789,57358,931,0.9334456939170007,-0.17801533333761074,0.31143165799980627
1.2376672056741071e+18,91.9760458114154,63.1404833200026,19.53981,17.75296,17.06455,16.82288,16.6944,5060,301,1,91,2.5884994734286705e+18,STAR,-0.0002435335,2299,53711,202,-0.6144616113453429,-0.7281280810803099,0.30375389005770836
1.237678661961647e+18,1.81111981976301,5.20193994122584,24.43017,24.58613,22.07762,20.80454,19.85257,7727,301,4,78,9.843951646421572e+18,GALAXY,0.7373613,8743,57663,759,-0.11192257032890528,0.45671572273483557,-0.8825440991008711
1.2376646695026035e+18,138.88824783764,30.9271678660349,19.09575,17.67547,16.94221,16.51661,16.24338,4469,301,5,193,2.1821034775582085e+18,GALAXY,0.0727332,1938,53379,398,0.6984859658678537,0.5400543406996259,-0.4695302594904228
1.237671124842316e+18,153.234580052255,15.6042930583852,19.57425,17.97929,17.08999,16.66104,16.33393,5972,301,5,252,2.91394392790194e+18,GALAXY,0.07271791,2588,54174,418,0.7585142335457762,-0.6433872030373133,0.10348460985231808
1.237678598617236e+18,336.855075430658,3.3984058890775,23.28275,22.56748,20.62978,19.47543,19.02638,7712,301,6,175,4.863958340068465e+18,GALAXY,0.5466266,4320,55894,257,0.7368461120926343,0.6265317335318715,-0.25399959443179604
1.2376623362610304e+18,251.524924740813,23.1688694686762,19.48425,17.58855,16.57541,16.12022,15.72868,3926,301,3,184,1.5920610037790413e+18,GALAXY,0.1205318,1414,53135,140,-0.37558411996574054,-0.07516248464609979,-0.9237354435829477
1.2376682992866427e+18,206.453472998239,19.7437348782132,18.75872,18.1193,17.85694,17.5881,17.58601,5314,301,6,190,3.101944204041939e+18,GALAXY,0.1177642,2755,54507,327,0.39331257786922735,-0.48721714716548864,0.7796952402046492
1.2376623062016996e+18,243.882997404327,24.9316675333024,24.64622,22.7693,20.70526,19.72618,19.09052,3919,301,3,267,5.322178158304451e+18,GALAXY,0.5213217,4727,55693,179,0.3901890544548391,-0.8988124501799992,-0.19972150906966668
1.2376637831270894e+18,7.91838542713304,-0.685439891113254,19.9019,18.23151,17.5533,17.28815,17.15553,4263,301,2,168,1.2779687378902323e+18,STAR,-0.0001651564,1135,53024,263,-0.04982313544860482,0.7725357106866283,-0.6330136103497114
1.2376576279073265e+18,147.286198309722,44.6671078835738,25.32041,22.0516,20.48873,19.5771,19.23734,2830,301,1,248,5.285102075721832e+18,GALAXY,0.5316774,4694,55649,465,-0.7224993501677195,0.2791146830706754,0.6325264284609613
1.2376609613302336e+18,141.618062964394,35.507193407455,21.81476,20.7811,20.65089,20.57648,20.39986,3606,301,2,117,5.15222087186857e+18,STAR,0.0006499834,4576,55592,374,0.5643722737698299,0.14194180154005293,-0.8132259597279444
1.2376613870786972e+18,243.007420300888,39.5581496468549,23.77859,21.20146,19.35213,18.63401,18.25607,3705,301,3,267,5.842451673797384e+18,GALAXY,0.4009374,5189,56074,571,0.1277283144004531,0.25395477687913326,0.9587452471854495
1.237679254672769e+18,37.4364247234788,-3.9111501571201,24.63464,22.48383,21.94819,20.73902,22.82689,7865,301,4,164,9.150450618275748e+18,STAR,-7.148892e-05,8127,56957,953,-0.6935806374985326,0.18650444872167107,0.695817497548139
1.237668330963272e+18,240.704857594169,9.01795263135675,19.75791,18.74113,18.35565,18.2117,18.11745,5322,301,1,209,5.493280034868451e+18,STAR,-0.0003970767,4879,55706,52,0.334684934440459,-0.8552256159056592,0.3956957676768501
1.2376728165112215e+18,345.714015095678,25.6732741284673,18.47566,17.31879,16.81042,16.59652,16.49559,6366,301,4,79,8.622413188649213e+18,STAR,-0.0006998316,7658,57312,988,0.8491856485231636,0.11864985282520457,0.5145929913697342
1.2376802468083146e+18,345.320011246722,19.3152449620061,21.72983,20.37295,18.55971,17.82216,17.37405,8096,301,4,135,6.899701650732374e+18,GALAXY,0.373039,6128,56236,680,0.8645783972374018,-0.22554058156470633,0.4490385741758267
1.23765842300856e+18,140.834862686691,4.87586763367022,24.9518,22.41376,20.8396,19.66289,19.07458,3015,301,2,178,5.399964211798628e+18,GALAXY,0.6256034,4796,55924,539,-0.1398598272549812,0.08323019601955015,-0.9866670984636885
1.237659330849669e+18,242.243113325636,43.9011617417616,22.57861,20.2908,18.69685,18.05402,17.75112,3226,301,5,62,6.793753257804323e+18,GALAXY,0.3287123,6034,56103,266,-0.9394939895318853,-0.3328400840426744,-0.08104641934056638
1.2376794780124454e+18,13.0563512473002,22.5277993921012,22.01805,21.76006,20.81411,19.86133,19.50564,7917,301,4,185,6.417798623690776e+18,GALAXY,0.6812555,5700,56245,615,-0.7583074589284061,-0.4044533458460594,-0.5112604901295147
1.2376786179485862e+18,346.059419444496,1.5492965122026,21.11771,20.97059,20.83176,20.71746,21.08967,7717,301,2,236,1.0328071845623126e+19,QSO,1.400608,9173,58069,698,0.019026618382792487,0.010007926970366277,0.9997688878889318
1.237662337332151e+18,247.012226830779,27.7221150643374,22.53046,20.69297,19.09486,18.33102,17.92015,3926,301,5,144,5.635234133594888e+18,GALAXY,0.2515719,5005,55751,382,0.3293420726317907,-0.7850810189858188,0.5245775374744754
1.2376575897836588e+18,173.984510573211,53.8740478020145,21.96245,19.88753,18.29062,17.68828,17.34309,2821,301,2,159,1.1416765697276252e+18,GALAXY,0.3390239,1014,52707,51,0.32612826408868095,0.8312482635781954,-0.4501851615288298
1.237654602628268e+18,129.665790720931,3.8215147467893,19.76279,25.13037,18.19076,17.83551,17.33359,2125,301,6,73,1.3376485735037932e+18,GALAXY,0.1734295,1188,52650,289,0.5070595761817265,0.5895643308243242,-0.6287324439076409
1.23767866142838e+18,10.0201709275143,4.68600297878379,22.46791,21.99124,21.97186,21.39619,21.04284,7727,301,3,133,9.850751301557969e+18,GALAXY,1.306422,8749,57684,920,0.021843179294552196,0.014796453601766436,-0.9996519096561146
1.2376709648453468e+18,132.601618129038,12.22624992924,19.08537,18.0084,17.70852,17.46309,17.44603,5935,301,3,108,2.7336938336771374e+18,GALAXY,0.06021513,2428,53801,32,0.7477746417020888,0.5740588361110793,-0.33360086617109586
1.2376683508210732e+18,216.945685618059,15.9191450331623,24.04349,21.50435,19.97909,17.74902,16.57394,5326,301,6,111,3.092949919451867e+18,STAR,-8.277505e-05,2747,54233,374,0.9627145159777556,0.17100315500185356,-0.20961555692535708
1.2376546026408507e+18,158.463241812812,5.33417295978485,20.96528,18.89997,17.75484,17.27057,16.95235,2125,301,6,265,6.486855111158272e+17,GALAXY,0.1686907,576,52325,608,0.10839832648867855,0.572311060418255,-0.8128406073378632
1.2376788257083233e+18,325.692975741844,4.37492429288405,21.27997,20.94161,20.36346,20.24437,20.13784,7765,301,5,94,1.2749863309257497e+19,QSO,0.9888121,11324,58395,628,-0.16969867661824406,0.28430057663542363,-0.9435971286935873
1.2376507613226604e+18,193.30446335536,-2.79589230004954,23.74945,22.42337,20.78608,19.86269,19.53256,1231,301,3,161,4.2548096455527854e+18,GALAXY,0.480164,3779,55222,123,-0.09066425286903314,0.9364597276629902,-0.33885567977688985
1.2376581991225103e+18,124.760830226973,29.267049370598,20.68451,20.77336,20.48271,20.54252,20.35608,2963,301,1,12,1.1584643487820435e+19,GALAXY,1.092909,10289,58133,943,-0.3384262772406302,0.4289986854331199,-0.8375128552862358
1.2376648370067213e+18,141.728815208256,29.7623693805696,21.12736,20.52232,20.34983,19.99972,19.81881,4508,301,5,199,1.2774616065348227e+19,QSO,1.603154,11346,58429,566,0.07745000936584227,0.028900297165639542,-0.9965772769198427
1.237660957566502e+18,115.196480042642,18.9856639002149,22.3189,21.06328,19.4674,18.51038,17.97305,3605,301,3,31,5.053262900871059e+18,STAR,-3.968049e-05,4488,55571,815,-0.4994452684267311,0.8556536427702786,0.13568812571519676
1.2376529474542633e+18,5.5114181445649,-10.1864011871054,18.76863,17.38372,16.80529,16.5577,16.41136,1740,301,3,58,2.1527712546653737e+18,STAR,-0.001066951,1912,53293,184,-0.518672883041601,0.5047221208945185,0.690097109888929
1.2376623362580155e+18,245.614070215374,27.7210650369908,23.82167,22.88446,20.8649,19.63008,19.18283,3926,301,3,138,5.636451017333955e+18,GALAXY,0.633449,5006,55706,713,-0.7163709018681976,-0.45901279568239056,0.5254712022141472
1.237650369934394e+18,155.649672699001,-2.72246321909943,25.91707,22.11148,20.52285,19.53763,19.135,1140,301,2,18,4.2447458158250783e+18,GALAXY,0.5991794,3770,55234,375,-0.12822119766260048,0.9043995200246662,-0.40696539490369665
1.2376786179446543e+18,336.999862166304,1.49337465420661,23.05747,22.58724,21.83797,21.34177,22.119,7717,301,2,176,1.0404697909551716e+19,GALAXY,0.825047,9241,58014,934,-0.051078021408974106,-0.05807912025769972,0.997004439066866
1.237664854189671e+18,236.726602889266,26.3383358247047,23.05126,21.11936,19.34417,18.66075,18.26767,4512,301,5,246,4.444186781387348e+18,GALAXY,0.3879296,3947,55332,945,-0.1597152019644857,-0.3194345184245593,0.9340517344881457
1.2376551088991772e+18,129.18681036651,45.1020355029682,23.90203,22.46031,20.44015,19.75608,19.26647,2243,301,5,98,7.186768470817921e+18,GALAXY,0.3826464,6383,56362,543,-0.40457670570924853,-0.1623026179293284,0.8999864162367889
1.237661362909741e+18,206.144513907837,46.4097871195792,17.90453,16.75623,16.42084,16.22647,16.04937,3699,301,6,118,1.6496020197841572e+18,GALAXY,0.03823435,1465,53082,577,-0.273403444866337,0.7044889510764237,0.6549395957998417
1.237668349743137e+18,206.894494596241,16.3288860169808,19.2654,18.00012,17.33793,16.99091,16.71231,5326,301,4,47,3.0872698423827763e+18,GALAXY,0.1581809,2742,54233,190,-0.7321517384336437,0.3542301184268764,-0.5817859186228853
1.23766633865144e+18,15.094013243798,-0.505095909171414,26.29276,21.84589,20.35767,19.22567,18.78073,4858,301,2,455,4.757010485936937e+18,GALAXY,0.5837982,4225,55455,303,-0.7153111211889109,0.5041618160454411,-0.4838913753573483
1.237661387608491e+18,225.791704593454,50.3746254257997,23.54222,23.03936,20.94301,19.68538,19.39868,3705,301,4,159,7.573075834459936e+18,GALAXY,0.6487226,6726,56394,993,0.9144281628850921,-0.3898155620133382,0.10892640880347015
1.2376575940725975e+18,117.769520497059,30.5439342934481,23.76462,20.6587,19.8958,19.65681,19.48088,2822,301,2,67,4.22453404336104e+18,STAR,-4.299312e-05,3752,55236,573,-0.025856376537409964,-0.6427827049602296,-0.7656120701741621
1.2376682944466785e+18,169.017008364522,19.7493061500562,20.3937,18.57361,17.68081,17.26288,16.9961,5313,301,5,66,2.809216270006774e+18,GALAXY,0.08585163,2495,54175,349,0.5028039681513135,-0.3658283419793604,0.7831716247515134
1.237663918414824e+18,120.454255480549,55.7642053778999,23.70992,23.68796,21.71675,20.38107,19.74816,4294,301,6,111,6.693638877650115e+18,GALAXY,0.6459997,5945,56213,596,0.3374956094293084,0.6221193533002456,-0.7064447776473572
1.237659326020518e+18,225.33553604358,53.2381950179594,21.86219,21.47774,21.97411,20.85839,22.13733,3225,301,4,103,9.4532558604513e+18,GALAXY,0.0868828,8396,57837,728,-0.6438015991908949,0.7465046051051815,0.16807847999075753
1.2376576295130235e+18,133.771185388744,39.3794733884538,26.28349,22.09337,20.31952,19.02883,18.3755,2830,301,4,173,5.187060832945854e+18,GALAXY,0.6588373,4607,56248,145,0.027423061772420158,-0.10585156268672592,0.9940037335743785
1.2376619668982336e+18,200.275449959857,41.0668102223526,21.88508,21.90792,21.83171,21.76579,21.373,3840,301,3,251,9.445296764800487e+18,GALAXY,0.0,8389,57488,445,-0.688362846399447,0.6898536727374666,-0.2241840804059905
1.2376515043455795e+18,208.326329741208,-0.171132008804747,22.42462,19.43451,18.10048,17.52766,17.17958,1404,301,3,63,3.389819413258834e+17,GALAXY,0.1887095,301,51942,313,0.5478915110558643,0.8190320547990145,-0.17029793106384375
1.2376576278961196e+18,121.904520301874,28.9092539104919,18.34753,16.34895,15.45765,15.03329,14.70766,2830,301,1,77,1.047147705303853e+18,GALAXY,0.04682169,930,52618,221,0.6563931297577337,-0.4662240608596184,-0.5931131294132796
1.237662701327549e+18,246.8685416254,51.7345377882386,19.65364,18.41921,17.94075,17.78426,17.68877,4011,301,3,97,3.875374226110259e+18,STAR,-0.0004461371,3442,54983,97,-0.025473797281101152,0.09831911912687072,0.9948288478256939
1.2376639173399027e+18,119.46770831482,52.9426815106832,22.75997,21.98023,19.63153,18.61446,18.25452,4294,301,4,93,4.145654804440701e+18,STAR,0.0001099682,3682,55244,332,-0.8906971817439697,-0.07785501704444525,0.44788070594116786
1.237671262270653e+18,129.287405281372,10.7943136967087,19.99505,18.41762,17.42541,16.94481,16.64805,6004,301,5,90,2.897036460827896e+18,GALAXY,0.1805458,2573,54061,349,0.17711955020621792,0.09268510269703117,-0.9798153584593313
1.237664846122124e+18,199.781716643312,37.7363143808485,22.41447,21.69698,21.53831,21.85639,21.19692,4510,301,6,25,4.482265897260833e+18,QSO,2.621644,3981,55603,212,0.28631272028154736,-0.9574140357141645,0.037193956800761645
1.2376697015867807e+18,13.8392931684067,6.8974926363657,25.17927,22.49339,21.2923,20.34274,20.00883,5641,301,2,88,5.118422163385506e+18,GALAXY,0.2703219,4546,55835,295,0.23983066503604947,0.7811867827750705,0.576392628792129
1.2376529431665055e+18,339.325433121121,13.5078615712137,20.74121,18.11777,16.90286,16.43036,16.14097,1739,301,3,168,3.523099492704428e+18,STAR,6.428696e-05,3129,54747,577,0.5882545444402411,0.019670636955114233,0.808436550996542
1.2376793244695265e+18,29.3699569609299,-3.6624237432404,21.74422,20.4192,21.37391,21.22057,19.9554,7881,301,6,218,8.8846216983198e+18,STAR,-0.0004662556,7891,57332,529,0.39683171405845985,0.7713090397399949,0.4976012016995054
1.237662197752464e+18,240.60553480134,5.94043273571378,19.67314,18.5207,18.48364,18.5302,18.58849,3894,301,1,247,1.9467477989888105e+18,STAR,9.950742e-05,1729,53858,243,-0.25457041346926235,0.9067764793966332,-0.336080825098868
1.2376543835877542e+18,134.44120909578,51.9412796529665,21.37661,20.07661,19.41163,19.25989,19.01677,2074,301,6,116,5.804086137544006e+18,STAR,0.0002939113,5155,55946,262,0.08360850869604292,-0.06320079911425494,0.9944924716984757
1.237672794495779e+18,0.309077265515782,-3.96331922792492,22.26017,21.17487,20.83821,20.79171,20.54461,6361,301,3,22,8.889001883253103e+18,STAR,-0.0006307581,7895,57659,80,-0.6486903908265792,-0.20713358130977103,0.7323226449749102
1.23766345777578e+18,315.613241925462,0.027567135657609,19.70384,18.2403,17.43365,16.98889,16.70687,4187,301,4,53,1.1091197509207592e+18,GALAXY,0.1236645,985,52431,394,0.11650995309023192,0.992806968322396,0.027563644196749646
1.237666301639066e+18,72.4732449624228,0.775939098523324,20.66517,19.50194,19.18984,19.07826,19.05951,4849,301,5,939,8.974901480343736e+17,STAR,0.0003030014,797,52263,538,-0.6970835279205528,-0.1534048752801594,0.7003866784442109
1.237679339492541e+18,29.1392306783021,-7.42446639465383,24.57026,22.50053,20.97553,19.86177,19.33682,7885,301,2,75,8.067136440105196e+18,GALAXY,0.5880515,7165,56603,231,-0.2701459912540848,-0.316915115492176,-0.909167725440102
1.2376621945254054e+18,181.645330520821,42.2739952211876,21.20149,19.77107,19.27176,19.04226,18.9441,3893,301,3,158,9.437545757999913e+18,STAR,4.827565e-05,8382,57513,919,-0.11561982427176239,0.07362729610657089,-0.9905609913091683
1.237665127474135e+18,195.784934252052,33.7643467996569,22.02987,19.82748,18.82427,18.56932,18.4005,4576,301,2,508,2.2586965586881024e+18,STAR,4.855507e-05,2006,53476,514,-0.37540830963946364,-0.5927011792283691,0.7125825658791697
1.2376576321901038e+18,148.560393628302,50.2232853669649,22.08232,21.43803,21.41271,21.32197,20.83465,2831,301,1,62,8.210331613604895e+18,QSO,2.291461,7292,56709,980,-0.616712213388382,-0.7860575729558884,-0.04218456893582108
1.2376555034971348e+18,255.153403512967,36.5013856682628,23.19267,23.55811,21.74148,19.01341,17.558,2335,301,4,65,1.2072111145844234e+19,STAR,-0.000150451,10722,58281,772,-0.28239587638565067,-0.2304243989979885,-0.9312127390380761
1.2376582989924933e+18,147.810488726755,5.72470918278144,22.98589,22.52849,20.84078,19.79702,19.381,2986,301,3,195,5.403364447011232e+18,GALAXY,0.5338082,4799,55656,621,-0.8378134290520565,-0.1314553478499079,-0.5298944702690287
1.237666408438563e+18,351.250851144976,0.239840009260665,22.0351,19.66523,18.78803,18.47748,18.26119,4874,301,4,362,1.672096926666877e+18,STAR,-0.0001483982,1485,52992,493,0.7975606433275854,-0.5544982770852697,0.23754721830481543
1.2376510678921385e+18,196.663805683524,65.6458387202341,22.74752,22.03081,20.35658,19.06748,18.45111,1302,301,6,408,7.685529486625101e+18,GALAXY,0.6430022,6826,56449,497,0.29267700674597213,-0.900443747002503,0.3217782282975507
1.2376529474593098e+18,17.1898989456132,-9.87549566735266,20.05994,18.4195,17.35106,16.86866,16.53482,1740,301,3,135,7.42016179136129e+17,GALAXY,0.1849511,659,52199,175,0.07988132949326947,0.8965832021926005,0.435611678843038
1.237655499208e+18,218.898868206884,-1.68290998338198,24.93757,20.89952,20.22754,19.99966,19.9334,2334,301,4,154,4.533019349334906e+18,STAR,0.0001012037,4026,55325,532,-0.0592558149126162,0.09489807531620797,-0.9937218442302258
1.2376802414559895e+18,12.9118521964575,-8.2494446514224,25.94338,20.44649,18.7078,18.15752,17.67582,8095,301,2,385,8.055894209025299e+18,GALAXY,0.3453285,7155,56629,292,-0.36247289778984637,-0.1304599453778688,-0.9228182925255843
1.2376623061881984e+18,211.153617960653,39.0656347071733,23.66024,20.80864,19.07889,18.31412,17.91623,3919,301,3,61,1.552670449102514e+18,GALAXY,0.4339222,1379,53084,198,-0.159391225007493,-0.12547870595051308,0.9792086252395836
